name,lat,lon,region,division,subdivision
Centre de santé de MESKINE,10.560974,14.260272,Far North,Diamare,Maroua I
Centre de santé de Madagascar,3.880755,11.493729,Centre,Lekie,YaoundÃ© II
Centre de santé de Mefindi,3.535583,11.979126,Centre,Nyong-et-Mfoumou,Endom
Centre de santé de Mfouassi,3.899567,12.14673,Centre,Nyong-et-Mfoumou,Mengang
Centre de santé de Mobolo,4.261831,12.08913,Centre,Haute-Sanaga,Lembe Yezoum
Centre de santé de Mozogo,10.960788,13.905436,Far North,Mayo-Tsanaga,Mozogo
Centre de santé de Mvom Nam,4.429018,11.464182,Centre,Lekie,Sa'a
Centre de santé de Nkende,4.207809,9.607723,Littoral,Moungo,Dibombari
Centre de santé de Nkolabang,4.112802,11.140855,Centre,Lekie,Evodoula
Centre de santé de Nkolvé,4.295082,11.501923,Centre,Lekie,Sa'a
Centre de santé de Nlong,3.817656,11.202239,Centre,Lekie,Lobo
Centre de santé de Nlong,3.817653,11.202237,Centre,Lekie,Lobo
Centre de santé de Salak,10.452732,14.237811,Far North,Diamare,Maroua I
Centre de santé de Yamikoki,4.178878,9.675051,Littoral,Moungo,Dibombari
Centre de santé de bame,9.079185,13.601242,North,Benoue,Lagdo
Centre de santé de district de mbankomo,3.788914,11.401494,Centre,Mefou-et-Akono,Mbankomo
Centre de santé de santé intégré ouro kessoum,9.037787,13.639509,North,Benoue,Lagdo
Centre de santé du complexe islamique de lagdo,9.032118,13.636463,North,Benoue,Lagdo
Centre de santé integré baptiste de kribi,2.953581,9.916588,South,Ocean,Kribi II
Centre de santé integré de Bomono Gare,4.167101,9.602808,Littoral,Moungo,Dibombari
Centre de santé integré de Nkapa,4.210748,9.609472,Littoral,Moungo,Dibombari
Centre de santé integré de Roumde-adjia,9.327957,13.393645,North,Benoue,Garoua II
Centre de santé integré de foulbéré,9.307706,13.40268,North,Benoue,Garoua II
Centre de santé intégré,4.402652,11.81514,Centre,Haute-Sanaga,Mbandjock
Centre de santé intégré,4.187764,14.748732,East,Kadei,NdÃ©lÃ©lÃ©
Centre de santé intégré (CSI),5.321351,10.22804,West,Haut-Nkam,Bandja
Centre de santé intégré d'Ekoudou,3.423309,12.138234,Centre,Nyong-et-Mfoumou,Endom
Centre de santé intégré de Akak,3.344549,12.180571,Centre,Nyong-et-Mfoumou,Endom
Centre de santé intégré de Djoudjoua,3.687752,12.013242,Centre,Nyong-et-Mfoumou,Akonolinga
Centre de santé intégré de Edjom,3.539997,11.96962,Centre,Nyong-et-Mfoumou,Endom
Centre de santé intégré de Emvane Sso,3.670563,12.581299,Centre,Nyong-et-Mfoumou,Akonolinga
Centre de santé intégré de Katoual,10.521808,14.202791,Far North,Diamare,Maroua I
Centre de santé intégré de Mengang,3.891304,12.056672,Centre,Nyong-et-Mfoumou,Mengang
Centre de santé intégré de Mengueme Si,4.054696,12.243418,Centre,Nyong-et-Mfoumou,Akonolinga
Centre de santé intégré de SA'A,4.364515,11.439434,Centre,Lekie,Sa'a
Centre de santé intégré de Tikong,3.791568,11.3047,Centre,Mefou-et-Akono,Mbankomo
Centre de santé intégré de Yabea,4.20281,9.718265,Littoral,Moungo,Dibombari
Centre de santé intégré de Yassem,4.188283,9.752382,Littoral,Moungo,Dibombari
Centre de santé intégré de Yemeyeme,3.632363,12.207157,Centre,Nyong-et-Mfoumou,Akonolinga
Centre de santé intégré de Zalom,3.603144,12.092324,Centre,Nyong-et-Mfoumou,Akonolinga
Centre de santé intégré ndjipporde,9.049516,13.67072,North,Benoue,Lagdo
Centre de santé joie de vivre,3.946767,11.584456,Centre,Mefou-et-Afamba,Soa
Centre de santé l'assurance,3.899619,11.575705,Centre,Mefou-et-Afamba,Soa
Centre de santé la difference,2.956085,9.919553,South,Ocean,Kribi II
Centre de santé mission catholique de Nkoabang,3.863224,11.591588,Centre,Mefou-et-Afamba,Nkolafamba
Centre de santé ourokessoum,9.032013,13.636565,North,Benoue,Lagdo
Centre de santé privé Islamique,12.077679,15.023187,Far North,Logone-Et-Chari,KoussÃ©ri
Centre de santé privée catholique de domayo,10.589676,14.314446,Far North,Diamare,Maroua I
Centre de santé privée catholique de domayo,10.589367,14.314855,Far North,Diamare,Maroua I
"Centre de santé père,mère et enfant (loum)",4.722815,9.726121,Littoral,Moungo,Loum
Centre de senté intégré de dourbeye,9.984601,13.521873,North,Mayo-Louti,Mayo-Oulo
Centre de soin medicaux aux enfants vulnérables et déshérités de mbankomo,3.79059,11.404186,Centre,Mefou-et-Akono,Mbankomo
Centre de soins medicaux sanitaires bethseda,2.94853,9.917114,South,Ocean,Kribi II
Centre de vaccination International,4.578877,13.684738,East,Lom-Et-Djerem,Bertoua II
Centre des Urgences Hopital Central,3.87058,11.509915,Centre,Mfoundi,YaoundÃ© II
Centre des handicapés,10.590689,14.278746,Far North,Diamare,Maroua I
Centre e sabrer La Faveur,3.872208,11.472768,Centre,Mfoundi,YaoundÃ© VII
Centre hospitalier Caroline,3.843598,11.478627,Centre,Mfoundi,YaoundÃ© VI
Centre medical d'arrondissement de kribi 2,2.954187,9.920103,South,Ocean,Kribi II
Centre medical millitaire du 43 eme BIM,9.967052,13.615597,North,Mayo-Louti,Mayo-Oulo
Centre medical universel,2.949399,9.920306,South,Ocean,Kribi II
Centre medical Élisabeth,3.892568,11.517244,Centre,Lekie,YaoundÃ© I
Centre medico chirurgical maetur,5.495419,10.431763,West,Mifi,Bafoussam II
Centre medico-social de Maroua,10.59141,14.315665,Far North,Diamare,Maroua I
Centre médical,4.506377,12.120318,Centre,Haute-Sanaga,Nkoteng
Centre médical BINAM,5.482807,10.429172,West,Mifi,Bafoussam II
Centre médical Bethel,9.324165,13.411574,North,Benoue,Garoua II
Centre médical CIMGE,2.949696,9.924141,South,Ocean,Kribi II
Centre médical autonome d'Endom,3.50532,12.10363,Centre,Nyong-et-Mfoumou,Endom
Centre médical d'arrondissement d'Ebone,4.879401,9.893344,Littoral,Moungo,Ebone
Centre médical d'arrondissement de Gari Gombo,3.926575,15.113946,East,Boumba-Et-Ngoko,Gari-Gombo
Centre médical d'entreprise SEFAC Libongo,2.62339,16.067201,East,Boumba-Et-Ngoko,SalapoumbÃ©
Centre médical de Djeleng(Grandes Endemies),5.483353,10.415561,West,Mifi,Bafoussam II
Centre médical de la Police,7.31877,13.578891,Adamaoua,Vina,NgaoundÃ©rÃ© I
Centre médical de la brigade du Quartier Général,3.851104,11.505065,Centre,Mfoundi,YaoundÃ© III
Centre médical de la police,2.919593,11.148348,South,Mvila,Ebolowa II
Centre médical des capucines,4.021788,9.702485,Littoral,Wouri,Douala II
Centre médico social,3.858026,11.50443,Centre,Mfoundi,YaoundÃ© III
Centre national de réhabilitation des personnes handicapées,3.850634,11.478099,Centre,Mfoundi,YaoundÃ© VI
Centre pasteur,9.306105,13.3863,North,Benoue,Garoua I
Centre santé de Nomayos 1,3.787903,11.449619,Centre,Mefou-et-Akono,Mbankomo
Ceraso Azem,3.870615,11.499439,Centre,Mfoundi,YaoundÃ© VI
Chimed-Cam,4.013139,9.217795,South-West,Fako,LimbÃ© I
Chinecam,4.033563,9.709171,Littoral,Wouri,Douala II
Citée Des Anges,3.891478,11.567194,Centre,Mefou-et-Afamba,YaoundÃ© V
Clinic C2T,4.020429,9.703104,Littoral,Wouri,Douala II
Clinic ROMAH,10.611404,14.330492,Far North,Diamare,Maroua II
Clinic Saint Luc,3.815478,11.509669,Centre,Mfoundi,YaoundÃ© III
Clinique,4.021747,9.703645,Littoral,Wouri,Douala II
Clinique,4.046852,9.698535,Littoral,Wouri,Douala I
Clinique,4.086906,9.654848,Littoral,Wouri,Douala IV
Clinique,2.962986,9.912197,South,Ocean,Kribi II
Clinique,3.846178,11.52182,Centre,Mfoundi,YaoundÃ© IV
Clinique,4.040559,9.694398,Littoral,Wouri,Douala I
"Clinique ""DOH'S""DIAGNOSTIC",3.842804,11.477252,Centre,Mfoundi,YaoundÃ© VI
Clinique Arc-en-ciel,4.089419,9.767039,Littoral,Wouri,Douala V
Clinique Bel Air Plus,4.026558,9.699328,Littoral,Wouri,Douala I
Clinique Bel Air Plus,4.026518,9.699351,Littoral,Wouri,Douala I
Clinique Charite,10.575137,14.276383,Far North,Diamare,Maroua I
Clinique Chendjou Joseph,4.03931,9.694117,Littoral,Wouri,Douala I
Clinique Chrisma,4.013893,9.733265,Littoral,Wouri,Douala III
Clinique De Gaulle,4.025124,9.705147,Littoral,Wouri,Douala II
Clinique De L'espoir,3.878509,11.547554,Centre,Mfoundi,YaoundÃ© V
Clinique Du 6ème Bonheur,3.873209,11.541635,Centre,Mfoundi,YaoundÃ© V
Clinique Dutrelle,3.887906,11.539834,Centre,Mefou-et-Afamba,YaoundÃ© V
Clinique Hope House,3.869198,11.531745,Centre,Mfoundi,YaoundÃ© V
Clinique La Life,5.178359,10.389764,West,Hauts-Plateaux,Bangou
Clinique La Régénérescence,4.046813,9.731582,Littoral,Wouri,Douala III
Clinique La Vision,9.328396,13.39265,North,Benoue,Garoua II
Clinique Le Berceau,4.057454,9.701062,Littoral,Wouri,Douala I
Clinique Les Saints Archanges,2.918098,11.169161,South,Mvila,Ebolowa II
Clinique Louis Pasteur,4.055157,9.762157,Littoral,Wouri,Douala V
Clinique Médicale,4.025489,9.70384,Littoral,Wouri,Douala I
Clinique Médicale Enfants Malades,3.872255,11.530738,Centre,Mfoundi,YaoundÃ© V
Clinique Médico-Chirurgicale Sainte-Marie,3.897391,11.548136,Centre,Mefou-et-Afamba,YaoundÃ© V
Clinique Necker,4.092182,9.744892,Littoral,Wouri,Douala V
Clinique Picardie,4.08311,9.756747,Littoral,Wouri,Douala V
Clinique Saint François,4.084414,9.752224,Littoral,Wouri,Douala V
Clinique Saint Nicolas,4.085333,9.754857,Littoral,Wouri,Douala V
Clinique Saint Thomas,4.073695,9.673309,Littoral,Wouri,Douala IV
Clinique Sainte Emilienne,5.414061,10.155793,West,Menoua,Penka-Michel
Clinique Sainte Thérèse d'Etoudi,3.916606,11.527252,Centre,Lekie,YaoundÃ© I
Clinique Sainte-Maithe,3.880128,11.526408,Centre,Mfoundi,YaoundÃ© I
Clinique Southia,9.334445,13.403272,North,Benoue,Garoua II
Clinique St Christine,3.834101,11.478722,Centre,Mfoundi,YaoundÃ© VI
Clinique Traditionnelle,3.74314,11.471668,Centre,Mefou-et-Akono,YaoundÃ© III
Clinique Vincent,3.568033,13.404359,East,Haut-Nyong,Mindourou
Clinique Vétérinaire De Ngousso,3.89987,11.554814,Centre,Mefou-et-Afamba,YaoundÃ© V
Clinique Ze Meka,3.877089,11.520083,Centre,Mfoundi,YaoundÃ© I
Clinique de Bastos,3.890225,11.51791,Centre,Lekie,YaoundÃ© I
Clinique de Charité,4.639058,9.449067,South-West,Meme,Kumba II
Clinique de Chirurgie,4.067558,9.71058,Littoral,Wouri,Douala I
Clinique de Kaliao,10.610227,14.333134,Far North,Diamare,Maroua II
Clinique de Tchoumba Julienne,4.0965,9.669377,Littoral,Wouri,Douala IV
Clinique de l'Aéroport,4.020032,9.705127,Littoral,Wouri,Douala II
Clinique de l'Université,4.054864,9.733007,Littoral,Wouri,Douala V
Clinique de l'espoir,3.845849,11.486667,Centre,Mfoundi,YaoundÃ© VI
Clinique de la source,4.070606,9.718414,Littoral,Wouri,Douala I
Clinique des Cités,4.085668,9.756198,Littoral,Wouri,Douala V
Clinique des Rameaux,4.087406,9.664843,Littoral,Wouri,Douala IV
Clinique du Bon Secours,10.603816,14.346848,Far North,Diamare,Maroua III
Clinique du Djamaré Centre de Cadiologie,10.612871,14.355388,Far North,Diamare,Maroua III
Clinique du Gros Chêne,4.050015,9.701621,Littoral,Wouri,Douala I
Clinique du Sahel,10.590621,14.293777,Far North,Diamare,Maroua I
Clinique du Sahel,10.590576,14.296221,Far North,Diamare,Maroua I
Clinique du gros chêne,4.050295,9.699792,Littoral,Wouri,Douala I
Clinique et Maternité,3.869322,11.53171,Centre,Mfoundi,YaoundÃ© V
Clinique islamique de l'Adamaoua,7.32984,13.573571,Adamaoua,Vina,NgaoundÃ©rÃ© II
Clinique l'Oliveraie,4.058903,9.703814,Littoral,Wouri,Douala I
Clinique la Bassée,4.097058,9.741398,Littoral,Wouri,Douala V
Clinique la Colombe de Bamewou,5.372567,10.122131,West,Menoua,FokouÃ©
Clinique le Bon Samaritain,4.606789,11.252139,Centre,Mbam-et-Inoubou,Ombessa
Clinique naturelle Saint Joseph,2.949134,9.924104,South,Ocean,Kribi II
Clinique sainte cecile,3.86433,11.541209,Centre,Mfoundi,YaoundÃ© IV
Clinique vétérinaire,3.900605,11.509005,Centre,Lekie,YaoundÃ© I
Clinique: St Joseph Cancer Center,3.879567,11.536915,Centre,Mfoundi,YaoundÃ© V
Cliniques Universitaires des Montagnes,5.132017,10.589035,West,Nde,BangangtÃ©
Compationate Health Center,4.173815,9.303182,South-West,Fako,Buea
Complexe Aide Santé,3.953714,11.508463,Centre,Lekie,YaoundÃ© I
Complexe Medico Chirurgical,3.724886,11.63796,Centre,Mefou-et-Afamba,Mfou
Complexe Miss Ngou,3.887893,11.5583,Centre,Mefou-et-Afamba,YaoundÃ© V
Core pharmacy,4.088567,9.344024,South-West,Fako,Tiko
Corn's medical optic,4.015457,9.204901,South-West,Fako,LimbÃ© I
Cousin Castor,3.869734,11.531105,Centre,Mfoundi,YaoundÃ© V
Croix Rouge Camerounaise,3.86893,11.512704,Centre,Mfoundi,YaoundÃ© II
Croix Rouge Camerounaise,3.875313,11.517503,Centre,Mfoundi,YaoundÃ© I
Croix Rouge Camerounaise,5.731754,10.889974,West,Noun,Foumban
Croix Rouge Camerounaise ( Clinique),3.86926,11.512487,Centre,Mfoundi,YaoundÃ© II
Croix rouge,4.021822,9.182282,South-West,Fako,LimbÃ© II
Croix rouge,9.30535,13.390255,North,Benoue,Garoua I
Croix rouge,10.592781,14.308385,Far North,Diamare,Maroua I
DOS-EELC,7.308133,13.597503,Adamaoua,Vina,NgaoundÃ©rÃ© I
De La Chance,3.890934,11.469919,Centre,Lekie,YaoundÃ© VII
Deido Pharmacy,4.060822,9.713034,Littoral,Wouri,Douala I
Dentiste,3.876618,11.503486,Centre,Mfoundi,YaoundÃ© II
Dentiste,3.876348,11.504036,Centre,Mfoundi,YaoundÃ© II
Denver,2.912399,11.163438,South,Mvila,Ebolowa II
Desteny Pharmacy,4.021774,9.209618,South-West,Fako,LimbÃ© I
Diagnosticis Cameroon,3.879653,11.534811,Centre,Mfoundi,YaoundÃ© V
Dispensaire,3.894116,11.529982,Centre,Lekie,YaoundÃ© I
Dispensaire,3.841942,11.509375,Centre,Mfoundi,YaoundÃ© III
Dispensaire,3.83492,11.537052,Centre,Mfoundi,YaoundÃ© IV
Dispensaire,3.841421,11.499662,Centre,Mfoundi,YaoundÃ© III
Dispensaire,4.639503,9.677824,Littoral,Moungo,Penja
Dispensaire Catholique Saint Anne Et Joachim D’Abang,2.934934,11.134046,South,Mvila,Ebolowa I
Dispensaire Catholique;Dispensaire des soeurs,4.608178,11.250187,Centre,Mbam-et-Inoubou,Ombessa
Dispensaire Cebec,4.160787,9.619151,Littoral,Moungo,Dibombari
Dispensaire Cercle Sanitaire,4.768502,11.207216,Centre,Mbam-et-Inoubou,Bafia
Dispensaire Maternité,3.859141,11.564976,Centre,Mfoundi,YaoundÃ© IV
Dispensaire Mission catholique,4.142774,9.592396,Littoral,Moungo,Dibombari
Dispensaire Mvog-Ada,3.86365,11.527193,Centre,Mfoundi,YaoundÃ© V
Dispensaire Pouis Pasteur Annexe PK 9,4.047131,9.765321,Littoral,Wouri,Douala III
Dispensaire St. Luc,4.006854,9.755845,Littoral,Wouri,Douala III
Dispensaire TOUTAH,5.161297,10.435058,West,Nde,BangangtÃ©
Dispensaire d'Étoudi,3.919033,11.527816,Centre,Lekie,YaoundÃ© I
Dispensaire de Banegang,5.481475,10.309689,West,Menoua,Penka-Michel
Dispensaire de Gondon,4.749273,11.222227,Centre,Mbam-et-Inoubou,Bafia
Dispensaire de Mimboman,3.869789,11.560265,Centre,Mfoundi,YaoundÃ© IV
Dispensaire de l'ONU,3.891917,11.506174,Centre,Lekie,YaoundÃ© I
Dispensaire et Maternité Sainte Rita,4.046215,9.767644,Littoral,Wouri,Douala III
District De Santé De Kribi,2.943085,9.908669,South,Ocean,Kribi II
District De Santé De Nkolbisson,3.876422,11.445825,Centre,Lekie,YaoundÃ© VII
District Hospital Kumba,4.644454,9.427659,South-West,Meme,Kumba II
District de Santé de Boko,4.000965,9.741758,Littoral,Wouri,Douala III
District de santé de Lomié,3.165616,13.62293,East,Haut-Nyong,LomiÃ©
Dja Mbonga Inoua Optique Sarl,9.306652,13.396093,North,Benoue,Garoua I
Djakoume Phamacy,4.058505,9.727822,Littoral,Wouri,Douala V
Djamtabo,3.898199,11.540194,Centre,Mefou-et-Afamba,YaoundÃ© V
Docteur EDU,3.910922,11.52663,Centre,Lekie,YaoundÃ© I
Doctor,5.544187,10.145672,West,Bamboutos,Batcham
Doctor Azang,5.983642,10.135345,North-West,Mezam,Bamenda II
Doctor Danbaba,4.154044,9.301834,South-West,Fako,Buea
Dr Chuwaga clinique,4.148021,9.242522,South-West,Fako,Buea
Dr DEWAH & BROS,4.011582,9.216658,South-West,Fako,LimbÃ© I
Dr FRU health Center,4.165483,9.301847,South-West,Fako,Buea
Dr billy,3.870354,11.50105,Centre,Mfoundi,YaoundÃ© VI
Dr. Ndifor,4.024522,9.189106,South-West,Fako,LimbÃ© II
Dr.iguedo's Goko,3.872275,11.539936,Centre,Mfoundi,YaoundÃ© V
Dumbu Integrated Health Centers,6.705978,10.502882,North-West,Donga-Mantung,Misaje
Délégation de la Santé Publique,4.578325,13.685361,East,Lom-Et-Djerem,Bertoua II
EP de foyemtcha,5.210859,10.078609,West,Haut-Nkam,KÃ©kem
EYANG INTERGRATED HEALTH CENTRE,5.435513,9.481055,South-West,Manyu,Mamfe
Ebonji Integrated Health Centre,4.720425,9.606382,South-West,Kupe-Manenguba,Tombel
En Elyon,3.873082,11.543226,Centre,Mfoundi,YaoundÃ© V
En Saïd,3.916382,11.541254,Centre,Mefou-et-Afamba,YaoundÃ© V
Enamen pharmacie,4.158921,9.282541,South-West,Fako,Buea
Espace pour la santé,5.47181,10.440577,West,Mifi,Bafoussam I
Esperance Cabinet De Lunetterie,3.908492,11.537995,Centre,Mefou-et-Afamba,YaoundÃ© V
Espoir Et Vie,3.890983,11.563244,Centre,Mefou-et-Afamba,YaoundÃ© V
Espoir Et Vie,3.890261,11.558772,Centre,Mefou-et-Afamba,YaoundÃ© V
Espoir Et Vie,3.912913,11.559492,Centre,Mefou-et-Afamba,YaoundÃ© V
Etoug-Ebe Baptist Hospital,3.847514,11.485322,Centre,Mfoundi,YaoundÃ© VI
Etoug-Ebe Baptist Hospital,3.84996,11.483157,Centre,Mfoundi,YaoundÃ© VI
Evergreen,4.097267,9.643454,Littoral,Wouri,Douala IV
"Exact( Laboratoire, Consultation, Radiographie, Échographie )",3.880609,11.539906,Centre,Mfoundi,YaoundÃ© V
Faith pharmacy,5.987485,10.43466,North-West,Ngo-ketunjia,Ndop
Faith standard pharmacy,4.069997,9.369503,South-West,Fako,Tiko
Fako Atlantic Pharmacy,4.011091,9.207633,South-West,Fako,LimbÃ© I
Fako Atlantic pharmacy,4.011111,9.207515,South-West,Fako,LimbÃ© I
Fako heart center,4.148386,9.23029,South-West,Fako,Buea
Feel Better,3.839587,11.45794,Centre,Mfoundi,YaoundÃ© VI
Finkwi Baptist Health Center,6.075805,10.425859,North-West,Ngo-ketunjia,Babessi
Florence Nightingale,3.883921,11.451462,Centre,Lekie,YaoundÃ© VII
Florence Nightingale,3.883924,11.451453,Centre,Lekie,YaoundÃ© VII
Fohow International Vip( l Univers Bio De Votre Santé ),3.886932,11.546997,Centre,Mefou-et-Afamba,YaoundÃ© V
Fondation Chantal Biya Centre et Mère Enfant,3.870235,11.51204,Centre,Mfoundi,YaoundÃ© II
Fondation Les Divines,3.87638,11.469664,Centre,Lekie,YaoundÃ© VII
Fondation Medical Andre Fouda,3.87509,11.530602,Centre,Mfoundi,YaoundÃ© V
Fondation Medical Bio Santé,3.891847,11.552871,Centre,Mefou-et-Afamba,YaoundÃ© V
Fondation Medical Saint Raphaël,3.887788,11.549108,Centre,Mefou-et-Afamba,YaoundÃ© V
Fondation Medicale Ad Lucem,4.089322,9.668048,Littoral,Wouri,Douala IV
Fondation Mère Martine,3.931629,11.552407,Centre,Mefou-et-Afamba,YaoundÃ© I
Fondation Médical Anchel,3.902922,11.56509,Centre,Mefou-et-Afamba,YaoundÃ© V
Fondation Médicale,4.051865,9.700023,Littoral,Wouri,Douala I
Fondation Médicale Ad Lucem,3.842885,11.56139,Centre,Mfoundi,YaoundÃ© IV
Fondation Médicale Adluchem Pharmacie Centrale Entenne De Garoua,9.334738,13.405922,North,Benoue,Garoua II
Fondation Médicale Bengolo et Fils,3.871794,11.534008,Centre,Mfoundi,YaoundÃ© V
Fondation Médicale De La Paix,3.891106,11.564887,Centre,Mefou-et-Afamba,YaoundÃ© V
Fondation Médicale Sarah Eboumbou,4.08598,9.740094,Littoral,Wouri,Douala V
Fondation Médicale de La Paix,3.892155,11.567234,Centre,Mefou-et-Afamba,YaoundÃ© V
Fondation Sigba,3.898253,11.566772,Centre,Mefou-et-Afamba,YaoundÃ© V
Fondation Sociale Solidarité,10.592051,14.321613,Far North,Diamare,Maroua I
Fondation médecine d'Afrique,3.836869,11.485922,Centre,Mfoundi,YaoundÃ© VI
Fondation médicale Ad Lucem au Cameroun,3.892664,11.509086,Centre,Lekie,YaoundÃ© I
Fondation médicale Mine et Da Sylva,3.840191,11.595191,Centre,Mefou-et-Afamba,Nkolafamba
Fondation médicale Zaina,4.083939,9.651068,Littoral,Wouri,Douala IV
Fondation médico-chirurgicale Maria Rosa Nsisim,3.81213,11.502291,Centre,Mfoundi,YaoundÃ© III
Fortune Clinic,4.109969,9.621537,Littoral,Wouri,Douala IV
François Tchoupou,3.859365,11.553438,Centre,Mfoundi,YaoundÃ© IV
Friveralin pharmacy,4.090209,9.316278,South-West,Fako,Tiko
Frot,3.877919,11.544782,Centre,Mfoundi,YaoundÃ© V
Full bright,3.863779,11.490346,Centre,Mfoundi,YaoundÃ© VI
Funfuka Medical Health Center,6.528761,10.47186,North-West,Boyo,Fonfuka
G.T LABO,3.884796,11.502834,Centre,Lekie,YaoundÃ© II
GIC Santé,3.831813,11.535607,Centre,Mfoundi,YaoundÃ© IV
GIC de santé Espoir,3.83342,11.466574,Centre,Mfoundi,YaoundÃ© VI
GT labo,3.863629,11.499271,Centre,Mfoundi,YaoundÃ© VI
Garnison militaire,3.854287,11.517032,Centre,Mfoundi,YaoundÃ© III
Garnison millitaire,4.153955,9.2474,South-West,Fako,Buea
Gasi,3.879882,11.544353,Centre,Mfoundi,YaoundÃ© V
Gazawa cicr,10.48146,14.143331,Far North,Diamare,Gazawa
Gena Pharmacy,4.094018,9.658149,Littoral,Wouri,Douala IV
General Hospital 3 Corners,4.636387,9.472614,South-West,Meme,Kumba II
Gic Santé,3.879947,11.557157,Centre,Mfoundi,YaoundÃ© V
Gic Santé Moko Benis,3.883114,11.533094,Centre,Mfoundi,YaoundÃ© V
Gic Santé Médical Saint Esprit,2.944148,9.913509,South,Ocean,Kribi II
Gic santé la sécurité 8 cemest,3.850166,11.476488,Centre,Mfoundi,YaoundÃ© VI
Go For Humanity,3.91121,11.550282,Centre,Mefou-et-Afamba,YaoundÃ© V
Good Sheperd Clinic,4.154241,9.294362,South-West,Fako,Buea
Goulet Health District,12.389611,14.899795,Far North,Logone-Et-Chari,Goulfey
Goulfey Health District,12.389295,14.89976,Far North,Logone-Et-Chari,Goulfey
Grace standart pharmacie,4.0116,9.216121,South-West,Fako,LimbÃ© I
Grande Cœur Pharmacie,4.066905,9.758848,Littoral,Wouri,Douala V
Grande pharmacie Lah,5.44627,10.056168,West,Menoua,Dschang
Grosmelf Lab,4.1548,9.289645,South-West,Fako,Buea
Grosmelf medical laboratory,4.01485,9.207296,South-West,Fako,LimbÃ© I
Grosmelf médical laboratory,4.027,9.191634,South-West,Fako,LimbÃ© II
Groupe médical saint Hilaire,3.894558,11.508744,Centre,Lekie,YaoundÃ© I
Groupement d'Initiative Commune Santé,3.858448,11.484677,Centre,Mfoundi,YaoundÃ© VI
Groupement d'Initiative Commune Santé,3.862954,11.545357,Centre,Mfoundi,YaoundÃ© IV
Groupement d'Initiative Commune Santé,3.824376,11.552662,Centre,Mfoundi,YaoundÃ© IV
Groupement d'Investissement Communautaire Santé le Sonline,3.952143,11.529824,Centre,Lekie,YaoundÃ© I
Grâce Divine,3.898782,11.548738,Centre,Mefou-et-Afamba,YaoundÃ© V
Guerriseur Traditionnel,9.382193,13.502377,North,Benoue,Pitoa
Gynecologie,3.870353,11.533094,Centre,Mfoundi,YaoundÃ© V
HCP Humanidab Calobarion Progreso,2.944783,9.912803,South,Ocean,Kribi II
HDT TBRO,7.770611,15.356387,North,Mayo-Rey,Touboro
Hadassah Medical Center( HMC),3.800248,11.480059,Centre,Mfoundi,YaoundÃ© VI
Hallelujah Clinic,4.090652,9.655011,Littoral,Wouri,Douala IV
Haward la Patience Ahead,3.853906,11.479164,Centre,Mfoundi,YaoundÃ© VI
Hcnps,3.816172,11.531745,Centre,Mfoundi,YaoundÃ© IV
Health Center,5.636256,9.236684,South-West,Manyu,Mamfe
Health Centre,4.157042,9.28465,South-West,Fako,Buea
Health Centre Mbatonoh,5.891224,10.52311,North-West,Ngo-ketunjia,Ndop
Health Centre Mbekut,5.945292,10.42238,North-West,Ngo-ketunjia,Ndop
Health Centre Mbongousalle,5.94441,10.446533,North-West,Ngo-ketunjia,Ndop
Health District,4.163118,9.237476,South-West,Fako,Buea
Health center,4.088955,9.31592,South-West,Fako,Tiko
Health center,4.114023,9.245866,South-West,Fako,Buea
Health facility (alternative),3.855486,11.503053,Centre,Mfoundi,YaoundÃ© III
Health facility (centre),3.82523,11.468079,Centre,Mfoundi,YaoundÃ© VI
Health facility (centre),5.160493,10.166931,West,Haut-Nkam,Banka
Health facility (centre),5.160674,10.166935,West,Haut-Nkam,Banka
Health facility (centre),5.160666,10.166775,West,Haut-Nkam,Banka
Health facility (centre),5.160441,10.167057,West,Haut-Nkam,Banka
Health facility (centre),5.160418,10.166807,West,Haut-Nkam,Banka
Health facility (centre),5.1606,10.166869,West,Haut-Nkam,Banka
Health facility (clinic),4.15834,9.281759,South-West,Fako,Buea
Health facility (clinic),4.578007,13.701261,East,Lom-Et-Djerem,Bertoua II
Health facility (clinic),4.158434,9.281975,South-West,Fako,Buea
Health facility (clinic),4.152286,9.244271,South-West,Fako,Buea
Health facility (clinic),3.849592,11.45798,Centre,Mfoundi,YaoundÃ© VII
Health facility (clinic),3.85083,11.442002,Centre,Mfoundi,YaoundÃ© VII
Health facility (clinic),3.859503,11.45104,Centre,Mfoundi,YaoundÃ© VII
Health facility (clinic),3.87191,11.4806,Centre,Mfoundi,YaoundÃ© VII
Health facility (clinic),3.881458,11.47321,Centre,Lekie,YaoundÃ© VII
Health facility (clinic),3.883087,11.481493,Centre,Lekie,YaoundÃ© II
Health facility (clinic),3.874658,11.474345,Centre,Lekie,YaoundÃ© VII
Health facility (clinic),3.878956,11.473806,Centre,Lekie,YaoundÃ© VII
Health facility (clinic),3.880816,11.470279,Centre,Lekie,YaoundÃ© VII
Health facility (clinic),3.874687,11.465768,Centre,Lekie,YaoundÃ© VII
Health facility (clinic),3.874663,11.464587,Centre,Lekie,YaoundÃ© VII
Health facility (clinic),3.874493,11.425863,Centre,Lekie,YaoundÃ© VII
Health facility (clinic),3.874546,11.45206,Centre,Lekie,YaoundÃ© VII
Health facility (clinic),3.878851,11.461653,Centre,Lekie,YaoundÃ© VII
